radio, mcc, net, area, cell, unit, lon, lat, range, samples, changeable, created, updated, averageSignal
GSM,238,1,1111,4536,0,12.5296,55.6828,2252,88,1,1340117288,1693585562,0
GSM,238,1,1111,606,0,12.524,55.6783,1851,103,1,1323761565,1693585562,0
GSM,238,1,1111,7933,-1,12.5271,55.6824,1000,6,1,1505533782,1693585598,0
GSM,238,1,1121,14793,-1,12.5579,55.7835,1000,3,1,1697525540,1697563864,0
GSM,238,1,1121,2384,0,12.5289,55.6867,855,199,1,1343027294,1693585562,0
GSM,238,1,1121,2385,0,12.5158,55.6859,730,199,1,1346746294,1693585562,0
GSM,238,1,1121,2960,0,12.4979,55.6909,1884,200,1,1327306494,1693654995,0
GSM,238,1,1121,7254,0,12.5067,55.6867,1228,98,1,1423710967,1693654995,0
GSM,238,1,12001,63964,-1,9.3174,57.1504,1000,7,1,1726851405,1726871821,0
GSM,238,1,12004,18780,-1,9.6614,57.326,1000,1,1,1726827078,1726827078,0
GSM,238,1,12004,28211,-1,8.7292,56.8878,1000,20,1,1725707675,1725736563,0
GSM,238,1,12004,36112,-1,8.7864,56.8938,1000,1,1,1694253197,1694253197,0
GSM,238,1,12004,38263,-1,8.7295,56.8881,1000,4,1,1694252726,1694252786,0
GSM,238,1,12004,39451,-1,9.2952,57.1442,1000,6,1,1726853404,1726873382,0
GSM,238,1,12004,64456,-1,8.9872,57.1277,1000,3,1,1726881671,1726901583,0
GSM,238,1,12041,29392,-1,9.7156,55.0316,1000,2,1,1696675843,1696695794,0
GSM,238,1,131,5116,0,11.3779,55.8332,27915,73,1,1339632748,1703411229,0
GSM,238,1,131,584,0,11.3988,55.7872,11710,200,1,1314358013,1703411229,0
GSM,238,1,141,1511,0,12.2076,55.2806,17567,199,1,1421735623,1693909788,0
GSM,238,1,141,1864,0,12.3837,55.2903,11767,102,1,1422337448,1693900425,0
GSM,238,1,141,1865,0,12.2493,55.2135,21561,103,1,1421735623,1693979366,0
GSM,238,1,141,2184,0,12.1436,55.4835,6352,32,1,1421732289,1731054004,0
GSM,238,1,141,3495,0,12.2369,55.2665,23113,102,1,1421735623,1693975791,0
GSM,238,1,141,3976,0,12.2207,55.5494,6587,35,1,1398315798,1731054303,0
GSM,238,1,141,4377,0,12.398,55.2499,20687,36,1,1421735623,1693902655,0
GSM,238,1,141,46033,-1,12.2282,55.6564,1000,1,1,1726897250,1726897250,0
GSM,238,1,141,46313,-1,12.4462,55.6252,5122,32,1,1690691786,1731054903,0
GSM,238,1,141,500,0,12.4182,55.3258,33676,74,1,1421735623,1693893933,0
GSM,238,1,141,5303,0,12.373,55.3178,4691,115,1,1421735623,1693893435,0
GSM,238,1,141,5304,0,12.3704,55.2995,21288,200,1,1422337448,1693899814,0
GSM,238,1,141,5305,0,12.414,55.3208,8193,40,1,1421735623,1693899814,0
GSM,238,1,141,5361,0,12.4043,55.3507,23659,79,1,1421735623,1693893933,0
GSM,238,1,141,5573,0,12.3154,55.3493,12547,104,1,1421735623,1693893933,0
GSM,238,1,141,5974,0,12.2313,55.4082,4767,200,1,1423021189,1693889368,0
GSM,238,1,141,602,0,12.4136,55.285,34137,91,1,1421735623,1693902569,0
GSM,238,1,141,6138,0,12.3199,55.6086,6286,37,1,1323177945,1731054603,0
GSM,238,1,141,772,0,12.2053,55.309,11085,199,1,1421735623,1693909575,0
GSM,238,1,22011,4806,-1,14.7548,55.2887,1000,2,1,1731123876,1731143760,0
GSM,238,1,281,1771,0,10.005,56.4465,3224,107,1,1310567776,1697315350,0
GSM,238,1,281,9607,-1,9.9981,56.4525,1480,18,1,1541674201,1697315350,0
GSM,238,1,351,1213,0,9.7478,54.8996,15327,178,1,1311589146,1696660141,0
GSM,238,1,351,1214,0,9.7277,54.8583,15134,151,1,1312780098,1696660085,0
GSM,238,1,351,123,0,9.4587,54.8739,16858,113,1,1311249344,1722597788,0
GSM,238,1,351,1297,0,9.7663,54.913,13263,122,1,1312780472,1696751401,0
GSM,238,1,351,1301,0,9.824,54.9371,2369,119,1,1312781097,1696747684,0
GSM,238,1,351,131,0,9.7701,54.9255,1295,110,1,1312780472,1696758729,0
GSM,238,1,351,1400,0,9.9638,54.887,916,113,1,1313990972,1696666744,0
GSM,238,1,351,1401,0,10.0237,54.8716,2919,200,1,1314693860,1713849514,0
GSM,238,1,351,1461,0,9.856,54.9355,1851,162,1,1312781097,1696744622,0
GSM,238,1,351,1462,0,9.8412,54.9529,6204,111,1,1312780847,1696752428,0
GSM,238,1,351,1472,0,9.8239,54.9241,8753,109,1,1312781593,1696739462,0
GSM,238,1,351,1473,0,9.8111,54.9037,4631,121,1,1313992101,1696761002,0
GSM,238,1,351,1474,0,9.7801,54.9145,16060,108,1,1313991599,1696752681,0
GSM,238,1,351,1593,0,9.6046,55.216,25059,102,1,1311588110,1696684141,0
GSM,238,1,351,1629,0,9.856,54.9862,4899,123,1,1312781097,1696731722,0
GSM,238,1,351,1630,0,9.8737,55.0198,970,200,1,1311777863,1696687808,0
GSM,238,1,351,1643,0,10.0531,54.9192,33520,151,1,1311932068,1713849514,0
GSM,238,1,351,1644,0,10.0296,54.8695,13376,105,1,1371458492,1725823867,0
GSM,238,1,351,1645,0,9.9843,54.8869,4961,108,1,1313992352,1713849512,0
GSM,238,1,351,1988,0,8.8108,55.3458,15643,107,1,1311318159,1725894362,0
GSM,238,1,351,2019,0,9.3188,55.2406,8708,50,1,1310071339,1733858032,0
GSM,238,1,351,2107,0,9.5304,54.8795,18579,200,1,1311588111,1722597369,0
GSM,238,1,351,2109,0,9.7668,54.9527,2341,149,1,1313998737,1696756631,0
GSM,238,1,351,2111,0,9.6586,55.0199,21682,109,1,1312998392,1696710728,0
GSM,238,1,351,2509,0,9.3431,55.1022,12948,102,1,1310658035,1693574355,0
GSM,238,1,351,2584,0,9.8441,55.0222,1672,120,1,1318426669,1696685584,0
GSM,238,1,351,2585,0,9.8263,55.0397,5819,127,1,1311592784,1696689370,0
GSM,238,1,351,2726,0,9.7711,54.946,2597,132,1,1312781097,1696757228,0
GSM,238,1,351,2727,0,9.8218,54.9354,2471,104,1,1312780721,1696747987,0
GSM,238,1,351,2728,0,9.7776,54.9228,17640,118,1,1311589396,1696759032,0
GSM,238,1,351,2819,0,9.6933,55.037,2615,108,1,1311778248,1696709175,0
GSM,238,1,351,2996,0,9.8784,54.9084,18160,110,1,1312780972,1696661222,0
GSM,238,1,351,302,0,9.9892,54.9814,26021,111,1,1311857555,1696680006,0
GSM,238,1,351,303,0,9.8495,55.0107,7201,119,1,1312783971,1696743902,0
GSM,238,1,351,3098,0,9.9154,54.914,20392,150,1,1312780972,1713849512,0
GSM,238,1,351,3352,0,9.975,54.9966,1315,192,1,1312785721,1696688041,0
GSM,238,1,351,3478,0,9.3362,54.8507,7960,106,1,1309961930,1693573548,0
GSM,238,1,351,3610,0,9.3293,55.0768,8071,113,1,1311250249,1693574333,0
GSM,238,1,351,3691,0,9.8778,54.9414,803,200,1,1312781222,1696742822,0
GSM,238,1,351,40,0,9.6747,55.0402,2293,200,1,1311587202,1696705082,0
GSM,238,1,351,408,0,9.7449,55.0098,4531,130,1,1313998991,1696746965,0
GSM,238,1,351,409,0,9.6992,55.0434,1727,120,1,1318426868,1696707602,0
GSM,238,1,351,4105,0,9.3119,54.8734,6213,103,1,1311249732,1693573548,0
GSM,238,1,351,4311,0,8.7667,55.3633,7787,113,1,1311244441,1725894362,0
GSM,238,1,351,445,0,9.8282,54.9487,3135,160,1,1312781347,1696743122,0
GSM,238,1,351,4465,0,9.5996,55.2064,22990,110,1,1311765348,1696683135,0
GSM,238,1,351,4518,0,9.3404,55.0205,7631,109,1,1310743980,1694405781,0
GSM,238,1,351,4524,0,9.7823,55.0595,24820,124,1,1311777863,1696695005,0
GSM,238,1,351,45881,-1,9.8216,54.9806,1651,120,1,1696688879,1696730222,0
GSM,238,1,351,45882,-1,9.8109,54.9559,2614,131,1,1696697563,1696749543,0
GSM,238,1,351,45883,-1,9.7683,54.9636,881,120,1,1696709564,1696755434,0
GSM,238,1,351,46,0,9.3983,55.2391,13543,107,1,1310039301,1698529991,0
GSM,238,1,351,46071,-1,9.7023,55.0768,1679,200,1,1696667230,1696698908,0
GSM,238,1,351,46072,-1,9.7323,55.0813,1284,200,1,1696658277,1696697709,0
GSM,238,1,351,46073,-1,9.6965,55.0428,3729,177,1,1696668130,1696708202,0
GSM,238,1,351,46641,-1,9.696,55.0457,1000,15,1,1696685235,1696705326,0
GSM,238,1,351,46651,-1,9.3771,54.8741,1000,9,1,1694173182,1694173454,0
GSM,238,1,351,4744,0,9.8955,55.0246,4541,200,1,1312110098,1696692555,0
GSM,238,1,351,47541,-1,9.984,54.9906,1000,76,1,1696657148,1696686547,0
GSM,238,1,351,47542,-1,9.9898,54.9824,1814,161,1,1696654900,1696685947,0
GSM,238,1,351,4764,0,9.7632,54.958,1265,139,1,1312780721,1696755741,0
GSM,238,1,351,4771,0,9.7729,54.9696,3230,133,1,1312780721,1696753623,0
GSM,238,1,351,4837,0,9.4126,54.9105,15239,111,1,1310216445,1713849507,0
GSM,238,1,351,4857,0,9.4771,54.8915,17856,109,1,1311587981,1713849507,0
GSM,238,1,351,4901,0,9.5213,55.027,10974,114,1,1311324421,1696709831,0
GSM,238,1,351,4924,0,9.6905,55.0225,2746,200,1,1313999116,1696713901,0
GSM,238,1,351,5092,0,9.4422,55.299,5916,112,1,1311246506,1694404257,0
GSM,238,1,351,50928,-1,10.0343,54.9387,2245,200,1,1696651000,1696681449,0
GSM,238,1,351,50929,-1,10.0469,54.9155,1300,200,1,1628928584,1696677550,0
GSM,238,1,351,5093,0,9.4306,55.2924,6859,112,1,1311246634,1697315292,0
GSM,238,1,351,5094,0,9.4337,55.3099,6667,112,1,1311247150,1694404257,0
GSM,238,1,351,5181,0,9.8005,55.0846,32446,137,1,1311581857,1696696205,0
GSM,238,1,351,5200,0,8.7926,55.3483,8234,113,1,1311244441,1725894362,0
GSM,238,1,351,5220,0,9.7747,54.9979,6550,121,1,1312785348,1696725430,0
GSM,238,1,351,5222,0,9.6566,55.0406,1538,173,1,1315209413,1696704307,0
GSM,238,1,351,5466,0,9.6512,55.0453,4417,111,1,1312365400,1696709355,0
GSM,238,1,351,5469,0,9.5297,54.8755,14004,200,1,1311588240,1722592208,0
GSM,238,1,351,5470,0,9.6229,54.8471,11351,103,1,1311588499,1722597312,0
GSM,238,1,351,556,0,9.7656,54.9402,3138,188,1,1312780472,1696758431,0
GSM,238,1,351,5984,0,9.8312,54.9278,2782,115,1,1317207181,1696746426,0
GSM,238,1,351,6109,0,9.7936,55.0022,1651,120,1,1340701152,1696723202,0
GSM,238,1,351,6877,0,9.3616,55.0169,5349,109,1,1414416481,1694405781,0
GSM,238,1,351,6888,0,9.3372,54.8054,9635,160,1,1414417703,1694407132,0
GSM,238,1,351,6889,0,9.3407,54.8363,6311,117,1,1414417515,1716691300,0
GSM,238,1,351,6894,0,9.4313,54.8778,11707,108,1,1418251107,1713849507,0
GSM,238,1,351,6902,0,9.7723,54.9278,8800,104,1,1418251108,1696759627,0
GSM,238,1,351,6904,0,9.7953,54.8991,18093,143,1,1420011113,1725823867,0
GSM,238,1,351,6905,0,9.7221,54.8606,11034,47,1,1421405978,1696754824,0
GSM,238,1,351,6906,0,9.815,54.9146,3687,57,1,1423035306,1696748346,0
GSM,238,1,351,6908,0,9.8517,54.9763,3659,149,1,1414784088,1696732622,0
GSM,238,1,351,6909,0,9.853,54.957,3691,103,1,1414784088,1696746728,0
GSM,238,1,351,6911,0,9.9061,54.9963,25711,106,1,1416442278,1696678326,0
GSM,238,1,351,6912,0,9.7583,54.9753,1436,154,1,1417056891,1696753324,0
GSM,238,1,351,6913,0,9.7691,54.9789,3605,105,1,1418251108,1696754825,0
GSM,238,1,351,7826,0,9.7878,55.074,1812,138,1,1452195158,1696692730,0
GSM,238,1,351,818,0,9.3485,55.1367,13851,112,1,1311247150,1693574355,0
GSM,238,1,351,9913,-1,9.7847,54.9082,1000,29,1,1696712831,1696760228,0
GSM,238,1,361,1450,0,8.6028,55.4937,9008,50,1,1311311670,1729759631,0
GSM,238,1,361,1680,0,8.3803,55.5466,10545,102,1,1311662755,1726239726,0
GSM,238,1,361,1693,0,8.4457,55.4879,1645,29,1,1311758536,1738013583,0
GSM,238,1,361,1701,0,8.4167,55.5035,1061,28,1,1312181339,1738166642,0
GSM,238,1,361,1795,0,8.4636,55.508,1455,111,1,1310971498,1726239770,0
GSM,238,1,361,1845,0,8.452,55.5123,6399,103,1,1310971115,1726239734,0
GSM,238,1,361,213,0,8.6663,55.4931,11855,142,1,1311257511,1726239729,0
GSM,238,1,361,214,0,8.6265,55.4812,6761,170,1,1311316863,1726239731,0
GSM,238,1,361,231,0,8.4225,55.5051,1995,50,1,1311759310,1738166642,0
GSM,238,1,361,232,0,8.4147,55.5034,560,50,1,1311758274,1738166642,0
GSM,238,1,361,2489,0,8.5924,55.4787,5891,116,1,1311139362,1726239731,0
GSM,238,1,361,2533,0,8.5546,55.5011,4416,50,1,1310976095,1733433071,0
GSM,238,1,361,2534,0,8.511,55.502,4334,109,1,1310976095,1726239732,0
GSM,238,1,361,2535,0,8.5304,55.5199,9175,103,1,1310976095,1726239732,0
GSM,238,1,361,2550,0,8.4772,55.5185,7175,104,1,1310971115,1726239734,0
GSM,238,1,361,2551,0,8.4316,55.5286,4913,106,1,1311662624,1726239734,0
GSM,238,1,361,2674,0,8.4512,55.5131,3319,108,1,1311662624,1726239734,0
GSM,238,1,361,2675,0,8.4558,55.4999,3689,110,1,1312259606,1726239734,0
GSM,238,1,361,2676,0,8.4308,55.5062,1064,50,1,1311662624,1738166641,0
GSM,238,1,361,2914,0,8.4408,55.4797,3584,47,1,1311758667,1738013583,0
GSM,238,1,361,2985,0,8.7701,55.4974,9174,50,1,1311257261,1729759631,0
GSM,238,1,361,2987,0,8.6626,55.4764,6271,50,1,1311312190,1729759631,0
GSM,238,1,361,3583,0,8.6131,55.5052,16937,129,1,1311311931,1726239731,0
GSM,238,1,361,3692,0,8.6993,55.4216,22942,108,1,1311317381,1726239729,0
GSM,238,1,361,3693,0,8.6238,55.4618,9854,106,1,1311139362,1726239730,0
GSM,238,1,361,3707,0,8.6487,55.5078,12728,116,1,1311312060,1726239729,0
GSM,238,1,361,3868,0,9.2823,55.8338,8995,29,1,1310028915,1731046381,0
GSM,238,1,361,46343,-1,8.4345,55.509,2128,36,1,1726133445,1726239734,0
GSM,238,1,361,46753,-1,8.5638,55.5011,1000,3,1,1732094070,1733433071,0
GSM,238,1,361,47003,-1,8.5723,55.4977,1008,23,1,1726219096,1726239731,0
GSM,238,1,361,47173,-1,9.4932,55.8325,1000,3,1,1731026441,1731046381,0
GSM,238,1,361,47323,-1,8.5979,55.4907,1000,18,1,1726219026,1726239730,0
GSM,238,1,361,5053,0,8.6971,55.4945,10040,116,1,1311257511,1726239730,0
GSM,238,1,361,5054,0,8.7386,55.4649,9155,50,1,1311672708,1729759631,0
GSM,238,1,361,5055,0,8.6433,55.4839,1461,49,1,1311317511,1729759634,0
GSM,238,1,361,5082,0,8.5713,55.5001,7249,50,1,1311316733,1733433071,0
GSM,238,1,361,5083,0,8.5167,55.514,4250,113,1,1311312319,1726239732,0
GSM,238,1,361,5290,0,9.5037,55.8266,5155,27,1,1311329120,1731046502,0
GSM,238,1,361,5300,0,8.4835,55.4977,8727,108,1,1310971115,1726239732,0
GSM,238,1,361,5302,0,8.4555,55.4931,3876,29,1,1310971115,1738013583,0
GSM,238,1,361,5313,0,8.4191,55.5044,3469,50,1,1310971115,1738166642,0
GSM,238,1,361,5315,0,8.4095,55.4932,7098,50,1,1311758405,1738166641,0
GSM,238,1,361,5405,0,8.505,55.5104,9015,144,1,1310971115,1726239732,0
GSM,238,1,361,5407,0,8.4612,55.5071,7674,110,1,1310971115,1726239732,0
GSM,238,1,361,5447,0,8.4236,55.5342,9024,200,1,1311662892,1726239726,0
GSM,238,1,361,5449,0,8.4114,55.5278,5300,200,1,1310971115,1726239726,0
GSM,238,1,361,5624,0,8.4492,55.5323,11027,200,1,1311662624,1726239726,0
GSM,238,1,361,5625,0,8.4107,55.5074,1861,50,1,1311662624,1738166642,0
GSM,238,1,361,5637,0,8.4855,55.5128,7315,130,1,1310971115,1726239732,0
GSM,238,1,361,5675,0,8.4091,55.5671,5582,50,1,1311662755,1729759639,0
GSM,238,1,361,6,0,8.8207,55.378,9405,107,1,1311244441,1725894362,0
GSM,238,1,361,6770,0,8.5758,55.4971,2214,50,1,1412924369,1733433071,0
GSM,238,1,361,6771,0,8.6525,55.4854,11888,153,1,1412796645,1726239729,0
GSM,238,1,361,6782,0,8.5035,55.4932,9623,200,1,1413330289,1726239732,0
GSM,238,1,361,6783,0,8.5461,55.4844,10893,132,1,1413475685,1726239731,0
GSM,238,1,361,6784,0,8.4517,55.4924,2478,50,1,1427384422,1738013583,0
GSM,238,1,361,6785,0,8.4382,55.5119,5374,36,1,1438128911,1726239734,0
GSM,238,1,361,6786,0,8.4564,55.5063,9276,107,1,1425299568,1726239733,0
GSM,238,1,361,8053,-1,8.423,55.4872,1906,4,1,1531115830,1738166641,0
GSM,238,1,361,8066,0,8.4773,55.4883,2458,68,1,1467110609,1726239732,0
GSM,238,1,361,901,0,8.5484,55.4694,19780,109,1,1311610428,1726239731,0
GSM,238,1,371,1003,0,9.5905,55.6013,7767,35,1,1422334179,1731048303,0
GSM,238,1,371,2006,0,9.5699,55.7116,7009,36,1,1422350347,1731047103,0
GSM,238,1,371,2039,0,9.3009,55.4434,6978,105,1,1422349484,1726163649,0
GSM,238,1,371,2342,0,9.7162,55.7274,13221,200,1,1423725052,1717261683,0
GSM,238,1,371,2343,0,9.6481,55.7342,6533,200,1,1423725052,1717261683,0
GSM,238,1,371,2885,0,9.4458,55.3528,11462,108,1,1421993084,1694404110,0
GSM,238,1,371,2886,0,9.395,55.3091,10161,108,1,1421992932,1694404110,0
GSM,238,1,371,2930,0,10.0134,55.7955,10039,102,1,1312005159,1717871045,0
GSM,238,1,371,3416,0,9.5671,55.7819,6665,32,1,1311145165,1731046803,0
GSM,238,1,371,4091,0,9.6615,55.5387,8483,37,1,1422334156,1731048603,0
GSM,238,1,371,4459,0,9.4387,55.3239,8233,107,1,1421993009,1694404110,0
GSM,238,1,371,47522,-1,9.6269,55.7115,1000,3,1,1719402577,1719432303,0
GSM,238,1,371,4814,0,9.559,55.6449,3231,37,1,1422334179,1731048003,0
GSM,238,1,371,533,0,9.3069,55.4296,6752,200,1,1422471453,1726163649,0
GSM,238,1,371,534,0,9.3076,55.4675,7421,200,1,1422337475,1726163649,0
GSM,238,1,371,5589,0,9.4573,55.5105,2546,33,1,1423021223,1733858030,0
GSM,238,1,371,5590,0,9.3934,55.4985,3466,50,1,1422234435,1733858031,0
GSM,238,1,371,5591,0,9.4352,55.5146,4347,50,1,1422235311,1733858031,0
GSM,238,1,371,6723,0,9.7283,55.5563,813,200,1,1422334156,1695880441,0
GSM,238,1,371,6810,0,9.4406,55.4626,6974,110,1,1421993851,1694177094,0
GSM,238,1,371,6812,0,9.4285,55.4745,8379,113,1,1422234184,1694403411,0
GSM,238,1,371,6833,0,9.5712,55.5415,3631,110,1,1422349474,1694178077,0
GSM,238,1,371,6837,0,9.535,55.5427,9320,111,1,1422275952,1694402793,0
GSM,238,1,371,6839,0,9.8127,55.496,7141,37,1,1422334157,1731048903,0
GSM,238,1,371,747,0,9.6396,55.6387,5063,115,1,1423725068,1696710601,0
GSM,238,1,431,1385,0,12.4393,55.6822,2524,89,1,1421732334,1693653211,0
GSM,238,1,431,14493,-1,12.5894,55.6312,2193,46,1,1562211066,1731056103,0
GSM,238,1,431,14538,-1,12.5945,55.6288,5260,30,1,1690692237,1731056402,0
GSM,238,1,431,1556,0,12.4501,55.6462,3894,111,1,1419989208,1693582480,0
GSM,238,1,431,2747,0,12.4422,55.6803,2941,85,1,1419989242,1693653211,0
GSM,238,1,431,2767,0,12.4567,55.6541,2340,75,1,1420578133,1693582480,0
GSM,238,1,431,3305,0,12.4186,55.6796,1348,98,1,1419996723,1693653211,0
GSM,238,1,431,3778,0,12.6092,55.5708,28702,196,1,1351171363,1693893435,0
GSM,238,1,431,4000,0,12.5428,55.6249,2615,37,1,1403522474,1731055203,0
GSM,238,1,431,47441,-1,12.7745,55.5907,9309,89,1,1690692789,1705235824,0
GSM,238,1,431,47442,-1,12.4542,55.2906,1000,1,1,1693899097,1693899097,0
GSM,238,1,431,62766,-1,12.4297,55.681,1000,1,1,1693653211,1693653211,0
GSM,238,1,431,7,0,12.4258,55.6352,2016,103,1,1419996708,1693582466,0
GSM,238,1,541,1007,0,12.4975,55.7497,1177,108,1,1417555153,1700936226,0
GSM,238,1,541,1108,0,12.5385,55.8097,3215,111,1,1416950583,1697563864,0
GSM,238,1,541,1109,0,12.5294,55.8121,3496,200,1,1417007600,1697563863,0
GSM,238,1,541,14766,-1,12.4971,55.76,1000,1,1,1696397119,1696397119,0
GSM,238,1,541,14773,0,12.4824,55.7566,1858,3,1,1486440900,1698583562,0
GSM,238,1,541,1935,0,12.5717,55.7633,2182,111,1,1418251088,1697563864,0
GSM,238,1,541,2057,0,12.5863,55.7694,2531,115,1,1418278445,1697563864,0
GSM,238,1,541,21,0,12.496,55.8544,8676,200,1,1416950809,1697563863,0
GSM,238,1,541,2378,0,12.5356,55.7939,1853,108,1,1417043085,1697563864,0
GSM,238,1,541,258,0,12.2776,55.9317,3009,200,1,1314282372,1703872625,0
GSM,238,1,541,5922,0,12.5284,55.8289,5692,200,1,1417007600,1697563863,0
GSM,238,1,541,5923,0,12.5256,55.8242,5009,103,1,1417007600,1697563864,0
GSM,238,1,541,6344,0,12.2665,55.9239,3141,197,1,1401717147,1703872625,0
GSM,238,1,541,773,0,12.5195,55.8385,6622,106,1,1417007724,1697563864,0
GSM,238,1,541,956,0,12.29,55.9342,5408,199,1,1314282372,1703872625,0
GSM,238,1,541,957,0,12.2971,55.913,2870,199,1,1314337541,1703872625,0
GSM,238,1,671,1454,0,9.5412,57.201,957,50,1,1314960167,1726857064,0
GSM,238,1,671,14924,-1,9.3973,57.1331,1000,5,1,1726851460,1726871402,0
GSM,238,1,671,1786,0,10.4694,57.6821,7587,131,1,1320743719,1697557165,0
GSM,238,1,671,2273,0,9.3756,57.1622,21658,36,1,1310706615,1726876262,0
GSM,238,1,671,2382,0,9.5786,57.277,21671,33,1,1316686326,1726873382,0
GSM,238,1,671,2446,0,9.1156,57.146,15355,27,1,1391858234,1726892041,0
GSM,238,1,671,2515,0,9.5511,57.2416,16882,37,1,1315797327,1726875302,0
GSM,238,1,671,339,0,10.5084,57.7059,7408,135,1,1310060123,1697557254,0
GSM,238,1,671,3680,0,9.6535,57.2969,4576,27,1,1320999609,1726850167,0
GSM,238,1,671,4147,0,9.5942,57.2497,1729,37,1,1315797714,1726852866,0
GSM,238,1,671,4148,0,9.6405,57.2454,7154,37,1,1310706615,1726852565,0
GSM,238,1,671,4149,0,9.3707,57.1393,4117,50,1,1313143568,1726881241,0
GSM,238,1,671,4387,0,9.3347,57.1523,14429,26,1,1310706615,1726882686,0
GSM,238,1,671,4388,0,9.6462,57.2757,4177,50,1,1315809437,1726851064,0
GSM,238,1,671,5514,0,9.5282,57.1826,1033,50,1,1314181591,1726858565,0
GSM,238,1,671,7283,0,9.652,57.2353,7213,37,1,1422349456,1726852266,0
GSM,238,1,671,7575,0,9.513,57.1599,23958,50,1,1435797406,1726881068,0
GSM,238,1,672,2020,0,9.4713,56.8465,13601,103,1,1311527181,1697315359,0
GSM,238,1,672,2199,0,9.4683,56.8328,13127,112,1,1312522530,1697315359,0
GSM,238,1,672,2316,0,9.3876,57.0198,7986,105,1,1312378769,1697315364,0
GSM,238,1,672,2445,0,8.9197,56.9178,1292,106,1,1311256092,1725713479,0
GSM,238,1,672,2565,0,9.5379,56.8104,13847,104,1,1311783636,1697315358,0
GSM,238,1,672,2777,0,8.9983,56.8427,22605,132,1,1311316344,1694238086,0
GSM,238,1,672,3745,0,9.4447,57.129,5431,50,1,1312379177,1726867082,0
GSM,238,1,672,3786,0,9.6641,57.137,7071,120,1,1312378517,1697557090,0
GSM,238,1,672,3787,0,9.5626,57.1484,11947,37,1,1312378517,1726860664,0
GSM,238,1,672,4273,0,9.2715,56.9812,11920,104,1,1310970478,1697315364,0
GSM,238,1,672,4274,0,9.0188,56.9611,17291,115,1,1310970478,1725715993,0
GSM,238,1,672,4525,0,9.2878,56.9908,11821,113,1,1310970478,1697315364,0
GSM,238,1,672,4526,0,9.0431,56.9528,12987,126,1,1310970478,1725718335,0
GSM,238,1,672,4730,0,9.4594,57.1395,2104,49,1,1312379428,1726864982,0
GSM,238,1,672,517,0,9.4991,57.1479,1521,50,1,1313143947,1726862882,0
GSM,238,1,672,536,0,8.9137,56.9116,926,186,1,1311255833,1725713179,0
GSM,238,1,672,537,0,9.2266,57.0572,19136,49,1,1311247279,1726880821,0
GSM,238,1,672,5594,0,8.832,56.8963,5746,133,1,1311255963,1725725526,0
GSM,238,1,672,7174,0,9.2919,57.0068,8709,200,1,1418271792,1697315364,0
GSM,238,1,672,7276,0,9.4753,57.1398,8654,30,1,1448732465,1726867202,0
GSM,238,1,672,7286,0,9.5131,57.1463,6286,50,1,1448732465,1726863182,0
GSM,238,1,672,7287,0,9.6353,57.1348,7922,102,1,1448732465,1697557091,0
GSM,238,1,672,7295,0,9.4936,57.0983,13470,200,1,1448732465,1697557090,0
GSM,238,1,672,745,0,9.5805,57.1008,10643,105,1,1310633914,1697557090,0
GSM,238,1,672,7803,0,9.5533,56.8022,11396,200,1,1467116437,1697315358,0
GSM,238,1,672,7805,0,9.5242,56.8105,6459,137,1,1467291781,1697315358,0
GSM,238,1,711,1143,0,10.9831,55.3319,7933,37,1,1311585765,1731051604,0
GSM,238,1,711,1427,0,10.3862,55.3917,1513,14,1,1435118284,1694229598,0
GSM,238,1,711,1444,0,10.6134,55.3546,9676,37,1,1311151723,1731050704,0
GSM,238,1,711,14636,-1,10.3238,55.3767,3105,22,1,1638771251,1694259518,0
GSM,238,1,711,1623,0,10.833,55.3172,9553,37,1,1311258948,1731051303,0
GSM,238,1,711,183,0,10.2347,55.109,19347,102,1,1311676744,1726415827,0
GSM,238,1,711,184,-1,10.2369,55.1398,7339,102,1,1726310872,1726415826,0
GSM,238,1,711,2531,0,10.331,55.3611,8792,37,1,1422334157,1731050103,0
GSM,238,1,711,2600,0,10.3209,55.1316,3518,200,1,1311673871,1726415827,0
GSM,238,1,711,286,0,10.6076,55.3598,6618,109,1,1311149669,1693578770,0
GSM,238,1,711,3042,0,9.9516,55.1167,30141,76,1,1312360955,1696687999,0
GSM,238,1,711,3336,0,10.7457,55.3335,8244,37,1,1311259465,1731051003,0
GSM,238,1,711,3619,0,10.5307,55.0723,14219,200,1,1311330932,1726415827,0
GSM,238,1,711,3634,0,10.2721,55.077,23698,200,1,1311676744,1726415827,0
GSM,238,1,711,3635,0,10.2518,55.0935,4606,200,1,1311846972,1726415827,0
GSM,238,1,711,3795,0,10.0893,54.8809,29420,37,1,1335857357,1696670949,0
GSM,238,1,711,3815,0,10.1962,55.0055,37794,81,1,1311931814,1696675153,0
GSM,238,1,711,4019,0,10.1667,55.1458,6248,200,1,1311760891,1726339809,0
GSM,238,1,711,4021,-1,10.1456,55.1646,5091,102,1,1726308612,1726339809,0
GSM,238,1,711,421,0,10.0135,54.9591,1479,129,1,1311760497,1696682347,0
GSM,238,1,711,473,0,10.3405,55.092,8714,200,1,1311845927,1726415827,0
GSM,238,1,711,5051,0,10.3933,55.3852,1411,44,1,1436489039,1694229598,0
GSM,238,1,711,5052,0,10.3963,55.3911,1347,47,1,1435118284,1694399338,0
