radio, mcc, net, area, cell, unit, lon, lat, range, samples, changeable, created, updated, averageSignal
LTE,238,1,7200,13865532,-1,9.8955,55.2731,1000,2,1,1726291835,1726339805,0
LTE,238,1,7200,14239262,-1,9.9692,55.4584,3217,39,1,1607348745,1726339803,0
LTE,238,1,7200,14239302,-1,10.0217,55.4802,1000,20,1,1620363710,1726339802,0
LTE,238,1,7200,14239322,-1,9.9886,55.4634,2837,16,1,1621400973,1726339803,0
LTE,238,1,7200,14239342,-1,10.0008,55.4712,1000,7,1,1726282403,1726339803,0
LTE,238,1,7200,14239422,-1,10.0102,55.4819,1000,1,1,1726282257,1726282257,0
LTE,238,1,7200,14518116,-1,9.843,55.4876,3825,148,1,1597646661,1726246154,0
LTE,238,1,7200,14518126,-1,9.8185,55.4837,1000,27,1,1617842184,1726246153,0
LTE,238,1,7200,14518136,-1,9.8108,55.4944,1203,131,1,1589955694,1694401980,0
LTE,238,1,7200,14520912,-1,9.8815,55.3858,3723,6,1,1664607760,1726339804,0
LTE,238,1,7200,14523402,-1,9.9575,55.4061,1000,2,1,1693577229,1693577233,0
LTE,238,1,7200,14536036,-1,9.8837,55.4803,3053,82,1,1605438077,1726246154,0
LTE,238,1,7200,14536046,-1,9.9046,55.4685,6884,122,1,1591146169,1726339803,0
LTE,238,1,7200,14536056,-1,9.8624,55.4832,1526,121,1,1596691953,1694179184,0
LTE,238,1,7200,14541332,-1,10.2347,55.3862,17964,107,1,1600559634,1694258801,0
LTE,238,1,7200,14541342,-1,10.2076,55.388,16298,114,1,1594796026,1694258766,0
LTE,238,1,7200,14541412,-1,10.2437,55.404,6348,30,1,1604820196,1694258887,0
LTE,238,1,7200,14541422,-1,10.2408,55.3861,2294,101,1,1629881157,1697376668,0
LTE,238,1,7200,14541432,-1,10.1938,55.3927,4030,102,1,1596675492,1694400922,0
LTE,238,1,7200,14569542,-1,10.0176,55.4369,1000,11,1,1621401333,1726339803,0
LTE,238,1,7200,14569552,-1,10.022,55.4165,2198,104,1,1596675152,1694401339,0
LTE,238,1,7200,14569562,-1,9.9926,55.431,2397,65,1,1621908059,1726339803,0
LTE,238,1,7200,14569582,-1,10.0257,55.4206,1410,59,1,1596675142,1694179529,0
LTE,238,1,7200,14569592,-1,9.9973,55.4356,1833,100,1,1596675068,1726339803,0
LTE,238,1,7200,14600272,-1,10.0671,55.3806,1260,20,1,1591166203,1693577482,0
LTE,238,1,7200,14600302,-1,10.0722,55.3827,1000,7,1,1693577448,1693577461,0
LTE,238,1,7200,15693076,0,9.8933,55.3051,3255,5,1,1458938777,1726339805,0
LTE,238,1,7200,15693136,-1,9.9035,55.3132,2982,9,1,1726287821,1726339805,0
LTE,238,1,7200,15693256,-1,9.8966,55.2942,1000,2,1,1726291173,1726339805,0
LTE,238,1,7200,15759972,-1,9.9183,55.4811,2547,24,1,1602923365,1726246154,0
LTE,238,1,7200,15760062,-1,9.9363,55.4768,2215,3,1,1726222258,1726246154,0
LTE,238,1,7200,15880036,-1,10.2638,55.4081,1000,13,1,1668842325,1697376668,0
LTE,238,1,7200,17336606,-1,10.0843,55.4109,8138,109,1,1607349133,1694401111,0
LTE,238,1,7200,17336646,-1,10.1241,55.4081,1488,139,1,1629520702,1694401034,0
LTE,238,1,7200,17336666,-1,10.0885,55.4107,1744,134,1,1623394072,1694401173,0
LTE,238,1,7200,17406062,-1,9.9376,55.4748,1797,22,1,1602923378,1726246154,0
LTE,238,1,7200,17536582,-1,10.1701,55.3984,2813,137,1,1629344959,1694400985,0
LTE,238,1,7200,17536602,-1,10.1474,55.4034,1165,138,1,1629345419,1694401011,0
LTE,238,1,7200,17968956,-1,9.9642,55.4022,16913,8,1,1647856118,1693577333,0
LTE,238,1,7200,17968966,-1,10.0317,55.3887,2478,15,1,1622528394,1693577390,0
LTE,238,1,7200,17968986,-1,10.0165,55.3839,1000,6,1,1693577353,1693577363,0
LTE,238,1,7200,18232616,0,10.2163,55.358,7248,39,1,1568441781,1693577787,0
LTE,238,1,7200,18232636,0,10.1849,55.3374,3424,22,1,1568441844,1693577708,0
LTE,238,1,7200,18232646,-1,10.201,55.3663,6107,5,1,1601380018,1693577729,0
LTE,238,1,7200,18363502,0,9.8532,55.4797,1647,4,1,1682242187,1726246153,0
LTE,238,1,7200,18366032,-1,10.0106,55.4815,1000,1,1,1726282237,1726282237,0
LTE,238,1,7200,18368592,-1,10.0003,55.4773,1000,5,1,1726282247,1726339802,0
LTE,238,1,7200,18570606,-1,10.087,55.1978,1000,9,1,1726306053,1726339808,0
LTE,238,1,7200,18581012,-1,10.1506,55.1852,1005,6,1,1726307402,1726339808,0
LTE,238,1,7200,18581022,-1,10.04,55.1969,1000,1,1,1726305049,1726305049,0
LTE,238,1,7200,18581072,-1,10.1461,55.1882,1391,30,1,1726307049,1726339809,0
LTE,238,1,7200,18581082,-1,10.0789,55.1933,1924,49,1,1726305772,1726339808,0
LTE,238,1,7200,18581092,-1,10.1161,55.2005,1000,18,1,1726306566,1726339808,0
LTE,238,1,7200,5202186,0,9.9714,55.4433,5787,102,1,1441082273,1726339802,0
LTE,238,1,7200,5202276,-1,9.9944,55.4597,3369,117,1,1596675012,1726339803,0
LTE,238,1,7200,5202296,-1,9.9344,55.4622,6818,114,1,1591146167,1726246154,0
LTE,238,1,7200,5202472,-1,9.984,55.435,3427,200,1,1621401033,1694401531,0
LTE,238,1,7200,5202482,-1,9.9752,55.4193,1000,26,1,1726284028,1726339804,0
LTE,238,1,7200,5202492,-1,9.9216,55.461,2230,152,1,1596691694,1694401699,0
LTE,238,1,7200,5202502,-1,9.9711,55.45,4280,70,1,1621401023,1726339803,0
LTE,238,1,7200,5202522,-1,9.9239,55.4627,2423,102,1,1589955524,1726246154,0
LTE,238,1,7200,5273866,0,9.9057,55.2722,8293,36,1,1477351639,1726339805,0
LTE,238,1,7200,5273876,0,9.8939,55.2674,1000,20,1,1460634343,1726339805,0
LTE,238,1,7200,5273906,-1,9.913,55.252,3431,17,1,1726291761,1726339806,0
LTE,238,1,7200,5273926,0,9.9132,55.2735,10295,30,1,1548329040,1726339805,0
LTE,238,1,7200,5273956,0,9.8973,55.2872,3744,21,1,1553160431,1726339805,0
LTE,238,1,7200,5273966,0,9.9053,55.258,3006,13,1,1554118304,1726339806,0
LTE,238,1,7200,5274344,-1,9.9083,55.2466,3147,34,1,1726292749,1726339806,0
LTE,238,1,7200,5274354,-1,9.8959,55.2658,2217,97,1,1726291657,1726339806,0
LTE,238,1,7200,5653012,0,10.1352,55.3675,10032,6,1,1668620368,1693577606,0
LTE,238,1,7200,5878066,-1,10.1256,55.1963,1000,7,1,1726306899,1726339808,0
LTE,238,1,7200,5878126,-1,10.08,55.2291,2975,4,1,1614048473,1726339808,0
LTE,238,1,7200,6523412,-1,10.0391,55.1976,1000,14,1,1726302009,1726339807,0
LTE,238,1,7200,6523502,-1,10.0244,55.2032,1986,50,1,1726301124,1726339808,0
LTE,238,1,7200,6523592,-1,10.039,55.1975,1000,2,1,1726302118,1726339807,0
LTE,238,1,7200,6574622,-1,9.9236,55.2371,1000,4,1,1726299143,1726339806,0
LTE,238,1,7200,6574692,-1,9.9022,55.2861,4364,8,1,1726288423,1726339806,0
LTE,238,1,7200,6574702,-1,9.9517,55.229,11906,38,1,1726299089,1726339808,0
LTE,238,1,7200,6577172,-1,10.1712,55.1805,8633,144,1,1591148877,1726339809,0
LTE,238,1,7200,6577182,-1,10.1322,55.1988,2133,78,1,1591164337,1726339808,0
LTE,238,1,7200,6577232,-1,10.1666,55.1843,9286,27,1,1596684263,1726339808,0
LTE,238,1,7200,6577272,-1,10.0953,55.1981,2820,27,1,1726305947,1726339808,0
LTE,238,1,7200,6617866,0,10.0885,55.38,24806,145,1,1458938776,1693577559,0
LTE,238,1,7200,6618182,-1,10.0805,55.3781,1000,11,1,1621998414,1693577494,0
LTE,238,1,7200,6630666,0,10.2694,55.3889,3476,104,1,1454176149,1697376668,0
LTE,238,1,7200,6630686,0,10.2359,55.382,1940,129,1,1434032570,1694258704,0
LTE,238,1,7200,6630756,-1,10.2634,55.3921,1000,13,1,1668841896,1697376668,0
LTE,238,1,7200,6630952,-1,10.2638,55.3835,1494,68,1,1620973350,1694400699,0
LTE,238,1,7200,6630972,-1,10.2465,55.3831,1867,113,1,1629675164,1694400738,0
LTE,238,1,7200,6630982,-1,10.2809,55.3923,9100,29,1,1607855817,1697376667,0
LTE,238,1,7200,6631002,-1,10.2344,55.3847,1856,151,1,1602924502,1694254271,0
LTE,238,1,7200,6786826,0,10.1967,55.3548,9116,17,1,1473239266,1693577691,0
LTE,238,1,7200,6786836,0,10.1828,55.3458,8224,83,1,1458938776,1693577675,0
LTE,238,1,7200,6820126,0,9.8489,55.4863,6210,103,1,1434032570,1726246153,0
LTE,238,1,7200,6820392,-1,9.8892,55.4786,4026,108,1,1605438056,1726246154,0
LTE,238,1,7200,6820412,-1,9.8248,55.4819,4161,102,1,1596691963,1726246194,0
LTE,238,1,7200,6820442,-1,9.8374,55.4836,3747,80,1,1602922969,1726246153,0
LTE,238,1,7200,7032862,-1,9.9178,55.3853,3060,79,1,1596690403,1726339804,0
LTE,238,1,7200,7032932,-1,9.9076,55.3594,4967,66,1,1726286677,1726339805,0
LTE,238,1,7200,7032942,-1,9.9175,55.3816,1000,13,1,1726286504,1726339804,0
LTE,238,1,7200,7033042,-1,9.9224,55.3875,1000,4,1,1726286380,1726339804,0
LTE,238,1,7200,7076402,-1,10.2616,55.4036,1000,2,1,1668842298,1697376668,0
LTE,238,1,7200,7076452,-1,10.2706,55.4164,1000,18,1,1668842484,1697376668,0
LTE,238,1,7200,7662682,-1,9.9114,55.4808,2207,16,1,1589955324,1726246154,0
LTE,238,1,7200,7662692,-1,9.9643,55.4789,2639,6,1,1726222840,1726339803,0
LTE,238,1,7200,7662702,-1,9.9789,55.4759,2845,72,1,1602923498,1726246155,0
LTE,238,1,7200,7665222,-1,10.0705,55.4111,3641,145,1,1594774762,1694401219,0
LTE,238,1,7200,7665232,-1,10.0407,55.4122,1834,80,1,1605684512,1694401243,0
LTE,238,1,7200,7665242,-1,10.0403,55.4159,2256,125,1,1623375035,1694401290,0
LTE,238,1,7200,7665252,-1,10.0863,55.4106,2855,43,1,1594774685,1694179563,0
LTE,238,1,7200,7665262,-1,10.0501,55.4099,1000,18,1,1614046534,1694179543,0
LTE,238,1,7200,7665272,-1,10.023,55.4326,3057,42,1,1602923711,1726339803,0
LTE,238,1,7200,8440852,0,10.0076,55.3846,7883,12,1,1668620668,1693577353,0
LTE,238,1,7200,8507422,-1,9.8096,55.4842,3911,102,1,1589955684,1726246153,0
LTE,238,1,7200,8507512,-1,9.8011,55.4913,1664,29,1,1597647522,1726246153,0
LTE,238,1,7200,8507602,-1,9.8023,55.4818,1000,2,1,1726217756,1726246153,0
LTE,238,1,7200,8758392,-1,9.7422,55.3634,14572,5,1,1584855972,1726339805,0
LTE,238,1,7200,8760852,-1,9.997,55.2171,1000,5,1,1726300983,1726339807,0
LTE,238,1,7200,8760912,-1,9.9802,55.2213,1408,28,1,1726300189,1726339807,0
LTE,238,1,7200,8760932,-1,10.0479,55.1946,1000,4,1,1726305459,1726339808,0
LTE,238,1,7200,8760952,-1,9.9442,55.2326,3047,10,1,1726299367,1726339807,0
LTE,238,1,7200,8886302,-1,9.9041,55.3459,1000,14,1,1726287301,1726339804,0
LTE,238,1,7200,8886382,0,9.9073,55.313,4038,100,1,1609079726,1726339805,0
LTE,238,1,7200,8886472,-1,9.9215,55.3282,1000,3,1,1726288028,1726339805,0
LTE,238,1,7200,8886482,-1,9.9048,55.341,1727,5,1,1726287168,1726339805,0
LTE,238,1,7200,8904202,-1,10.2046,55.3866,1500,110,1,1597368751,1694258780,0
LTE,238,1,7200,8904262,-1,10.2061,55.3894,1582,109,1,1602924258,1694254271,0
LTE,238,1,7200,8904282,-1,10.179,55.3967,3188,150,1,1605755247,1694400938,0
LTE,238,1,7200,8904292,-1,10.222,55.3876,1901,27,1,1646394211,1694400831,0
LTE,238,1,7200,9590282,-1,9.985,55.2172,1992,7,1,1726300147,1726339807,0
LTE,238,1,7200,9590342,-1,9.9879,55.2134,2733,49,1,1726300178,1726339807,0
LTE,238,1,7200,9590352,-1,10.049,55.1893,1000,4,1,1726305608,1726339808,0
LTE,238,1,7200,9590462,-1,9.9842,55.2169,1000,1,1,1726300568,1726300568,0
LTE,238,1,7300,10406962,0,10.203,56.1439,1000,2,1,1684595939,1701536226,0
LTE,238,1,7300,10406992,-1,10.2104,56.1311,1000,4,1,1647750661,1701536226,0
LTE,238,1,7300,11046776,-1,10.1249,56.233,1000,6,1,1697275323,1697315346,0
LTE,238,1,7300,15616522,-1,10.1178,56.2222,1000,22,1,1614436725,1698529933,0
LTE,238,1,7300,17587526,-1,10.2072,56.1357,1000,1,1,1701497714,1701497714,0
LTE,238,1,7300,18683256,-1,10.0691,56.1816,1000,11,1,1697275073,1697315345,0
LTE,238,1,7300,18683402,-1,10.1277,56.2262,1465,8,1,1614436792,1698529933,0
LTE,238,1,7300,18683422,-1,10.0672,56.1786,1000,11,1,1698462865,1698529935,0
LTE,238,1,7300,6502992,-1,10.2072,56.1358,1000,5,1,1701497582,1701536226,0
LTE,238,1,7300,9991966,0,10.1646,56.202,3750,58,1,1458938778,1697315346,0
LTE,238,1,7400,10432346,0,10.0512,56.103,2770,96,1,1453976182,1698529937,0
LTE,238,1,7400,10432376,-1,10.0386,56.1148,1000,21,1,1697274743,1697315344,0
LTE,238,1,7400,11999262,-1,10.0362,56.1098,6300,65,1,1606895353,1698529937,0
LTE,238,1,7400,11999272,-1,10.0597,56.129,4164,85,1,1600563421,1698529936,0
LTE,238,1,7400,11999322,-1,10.0372,56.1363,8286,41,1,1650692672,1697315344,0
LTE,238,1,7400,12004372,-1,10.0441,56.1516,1638,117,1,1614436396,1698529936,0
LTE,238,1,7400,12004382,-1,10.0554,56.1697,1149,66,1,1614436481,1698529936,0
LTE,238,1,7400,12004432,-1,10.0467,56.1592,1334,71,1,1650692612,1697315345,0
LTE,238,1,7400,12004442,-1,10.0556,56.17,1000,21,1,1650692582,1697315345,0
LTE,238,1,7400,12004472,-1,10.0589,56.1719,1000,17,1,1668062126,1697315345,0
LTE,238,1,7400,12915722,-1,9.9922,56.0731,2438,91,1,1600563207,1698529937,0
LTE,238,1,7400,12915742,-1,9.9695,56.0635,1722,29,1,1594889880,1698529938,0
LTE,238,1,7400,12915782,-1,9.996,56.075,1767,47,1,1595044270,1697315343,0
LTE,238,1,7400,13791242,-1,9.882,56.0247,1000,3,1,1698463630,1698529939,0
LTE,238,1,7400,13791252,-1,9.8804,56.0123,2117,110,1,1594889598,1698529939,0
LTE,238,1,7400,13791262,-1,9.8821,56.0251,1000,76,1,1594889648,1698529939,0
LTE,238,1,7400,13791312,-1,9.8825,56.0152,1000,93,1,1616811976,1697315307,0
LTE,238,1,7400,13791322,-1,9.8825,56.0266,1000,52,1,1616811986,1697315341,0
LTE,238,1,7400,14873926,-1,12.1631,56.0319,1000,14,1,1701439679,1701467945,0
LTE,238,1,7400,15434762,-1,9.9148,56.0477,1000,68,1,1600563065,1698529938,0
LTE,238,1,7400,15434772,-1,9.8984,56.0411,4228,128,1,1600563024,1698529938,0
LTE,238,1,7400,15434832,-1,9.9053,56.0438,1104,65,1,1650693178,1697315342,0
LTE,238,1,7400,15434852,-1,9.9207,56.0489,1000,11,1,1697274413,1697315342,0
LTE,238,1,7400,15434862,-1,9.9103,56.0464,1000,11,1,1697274393,1697315342,0
LTE,238,1,7400,16043836,-1,10.0084,56.0809,1248,158,1,1579154997,1698529937,0
LTE,238,1,7400,17298452,-1,10.015,56.0868,1000,11,1,1698463295,1698529937,0
LTE,238,1,7400,17298502,-1,10.0305,56.0998,1706,87,1,1650692810,1698529937,0
LTE,238,1,7400,17298512,-1,10.0179,56.0897,1000,37,1,1650692920,1697315343,0
LTE,238,1,7400,17298532,-1,10.0334,56.1039,2069,41,1,1668062406,1697315344,0
LTE,238,1,7400,17541386,-1,10.084,56.2029,3771,75,1,1614436582,1698529935,0
LTE,238,1,7400,17541396,-1,10.0681,56.1831,3297,49,1,1614436443,1698529935,0
LTE,238,1,7400,17541446,-1,10.0821,56.204,1605,101,1,1657808393,1697315345,0
LTE,238,1,7400,17541456,-1,10.0722,56.1836,6916,62,1,1614439683,1697315345,0
LTE,238,1,7400,17971506,-1,9.8739,56.0038,4010,113,1,1586162096,1698529939,0
LTE,238,1,7400,19233616,-1,10.1581,55.7606,1000,1,1,1717822943,1717822943,0
LTE,238,1,7400,5711656,-1,10.0387,56.1395,1000,20,1,1657808133,1697315344,0
LTE,238,1,7400,5711882,-1,10.0366,56.1332,1620,66,1,1668062206,1698529936,0
LTE,238,1,7400,5711942,-1,10.0408,56.1426,3105,80,1,1650692592,1697315344,0
LTE,238,1,7400,5729812,-1,9.852,55.9715,1862,125,1,1594889409,1698529940,0
LTE,238,1,7400,5729822,-1,9.8692,55.9925,1830,200,1,1594889658,1698529939,0
LTE,238,1,7400,5729862,-1,9.8542,55.9662,5072,102,1,1603603628,1697315306,0
LTE,238,1,7400,5729902,-1,9.8676,55.9792,1000,17,1,1697274103,1697315306,0
LTE,238,1,7400,5729912,-1,9.8695,55.9956,1164,31,1,1697274143,1697315306,0
LTE,238,1,7400,6449232,-1,10.1111,55.8714,8708,61,1,1624087109,1717937363,0
LTE,238,1,7400,8392046,-1,10,56.0751,1000,11,1,1697274583,1697315343,0
LTE,238,1,7400,8392056,-1,10.0355,56.1233,1000,5,1,1697274793,1697315344,0
LTE,238,1,7400,8471562,-1,9.9558,56.0579,1843,152,1,1594889798,1698529938,0
LTE,238,1,7400,8471582,-1,9.9299,56.0522,3490,169,1,1594014443,1698529938,0
LTE,238,1,7400,8471652,-1,9.9806,56.0677,2700,79,1,1644987707,1697315343,0
LTE,238,1,7400,8471672,-1,9.9387,56.0526,1000,26,1,1697274433,1697315342,0
LTE,238,1,7400,8499486,0,9.8864,56.0353,1033,103,1,1442437258,1698529939,0
LTE,238,1,7400,8499772,-1,9.8886,56.0336,1008,24,1,1650693248,1697315342,0
LTE,238,1,7500,10284062,-1,10.1379,56.2849,1000,6,1,1698462435,1698529932,0
LTE,238,1,7500,10373652,-1,10.1016,56.2129,2474,33,1,1614436669,1698529934,0
LTE,238,1,7500,10450452,-1,10.1305,56.2969,1000,17,1,1657808853,1698529932,0
LTE,238,1,7500,10450502,-1,10.121,56.3212,1360,78,1,1657808934,1698529931,0
LTE,238,1,7500,10450512,-1,10.1234,56.3046,1496,107,1,1657808863,1698529931,0
LTE,238,1,7500,11348846,-1,10.0439,56.4283,1000,11,1,1697276043,1697315349,0
LTE,238,1,7500,11354132,-1,9.9987,56.45,1000,1,1,1698461405,1698461405,0
LTE,238,1,7500,11354192,-1,9.9988,56.4501,1000,1,1,1698461108,1698461108,0
LTE,238,1,7500,11364176,0,10.0282,56.4599,2136,32,1,1458938782,1698529927,0
LTE,238,1,7500,12022282,-1,10.6296,56.2571,1000,59,1,1630925649,1694317753,0
LTE,238,1,7500,12022292,-1,10.6079,56.2686,1579,127,1,1630966717,1694317881,0
LTE,238,1,7500,12687882,-1,10.674,56.1968,1000,4,1,1694311472,1694311482,0
LTE,238,1,7500,12687902,-1,10.6339,56.1907,5109,13,1,1602902270,1694311892,0
LTE,238,1,7500,12687962,-1,10.5838,56.1586,5849,26,1,1650540324,1694311639,0
LTE,238,1,7500,12687992,-1,10.6694,56.1877,1000,15,1,1694311522,1694311586,0
LTE,238,1,7500,12690462,-1,10.6639,56.2249,1000,6,1,1694311241,1694311260,0
LTE,238,1,7500,12913182,-1,10.136,56.2849,1715,28,1,1657808734,1698529932,0
LTE,238,1,7500,13529976,-1,9.9804,56.4893,1000,6,1,1697276333,1697315351,0
LTE,238,1,7500,13530202,-1,9.9811,56.4812,1000,18,1,1657809734,1698529927,0
LTE,238,1,7500,13619752,-1,10.1244,56.2319,1000,12,1,1657808573,1698529933,0
LTE,238,1,7500,13619762,-1,10.1176,56.2178,2564,98,1,1614436662,1698529933,0
LTE,238,1,7500,13619812,-1,10.1249,56.2404,1000,12,1,1697275333,1697315346,0
LTE,238,1,7500,13619822,-1,10.1072,56.2193,1745,23,1,1657808493,1697315346,0
LTE,238,1,7500,14085466,-1,10.6456,56.187,6328,7,1,1602899716,1694311661,0
LTE,238,1,7500,14085496,-1,10.6603,56.1984,5448,7,1,1602902689,1694311515,0
LTE,238,1,7500,14223892,-1,10.5435,56.2821,4166,102,1,1602897881,1694310719,0
LTE,238,1,7500,14410772,-1,10.6558,56.2409,1000,4,1,1694311161,1694311168,0
LTE,238,1,7500,15462716,-1,10.6535,56.2176,7590,50,1,1595065678,1694311350,0
LTE,238,1,7500,16271882,-1,10.0926,56.4163,1478,36,1,1630968787,1698529929,0
LTE,238,1,7500,16271892,-1,10.0955,56.3988,1648,22,1,1698462015,1698529930,0
LTE,238,1,7500,16271902,-1,10.0592,56.4227,1448,17,1,1698461885,1698529929,0
LTE,238,1,7500,16271942,-1,10.0759,56.4144,1000,29,1,1657809373,1697315349,0
LTE,238,1,7500,16271952,-1,10.0937,56.3995,2618,107,1,1657809233,1698529930,0
LTE,238,1,7500,16271962,-1,10.0451,56.4281,1376,17,1,1697276003,1697315350,0
LTE,238,1,7500,16484412,-1,10.0278,56.4345,1000,6,1,1698461845,1698529929,0
LTE,238,1,7500,16827186,-1,9.9983,56.4524,1941,59,1,1630969048,1698529928,0
LTE,238,1,7500,16827236,-1,9.982,56.4796,1555,42,1,1697276253,1697315351,0
LTE,238,1,7500,16827246,-1,9.9943,56.4548,1141,41,1,1697276163,1697315350,0
LTE,238,1,7500,16827462,-1,9.9824,56.4767,1620,39,1,1698460521,1698529927,0
LTE,238,1,7500,16827472,-1,10.0013,56.4491,1357,40,1,1657809573,1698529928,0
LTE,238,1,7500,17543946,-1,10.1307,56.2697,2004,95,1,1657808683,1698529932,0
LTE,238,1,7500,17543956,-1,10.1249,56.252,1000,38,1,1668061746,1698529933,0
LTE,238,1,7500,17756712,-1,10.0052,56.4458,1000,6,1,1698461775,1698529928,0
LTE,238,1,7500,17756742,-1,9.9985,56.4501,1000,1,1,1698460921,1698460921,0
LTE,238,1,7500,18445176,-1,9.9857,56.4653,1000,6,1,1697276243,1697315350,0
LTE,238,1,7500,18445322,-1,10.0091,56.4437,1000,29,1,1668060946,1698529928,0
LTE,238,1,7500,18445382,-1,10.0141,56.4415,1429,15,1,1668060976,1698529927,0
LTE,238,1,7500,18445402,-1,9.9888,56.459,1153,11,1,1698460631,1698529927,0
LTE,238,1,7500,18862682,-1,9.9801,56.4918,1000,17,1,1657809774,1698529927,0
LTE,238,1,7500,19681566,-1,9.9988,56.4498,1000,1,1,1698461735,1698461735,0
LTE,238,1,7500,5215282,-1,10.0343,56.4319,1000,13,1,1698461855,1698529929,0
LTE,238,1,7500,5215292,-1,10.021,56.4377,1000,17,1,1630969027,1698529928,0
LTE,238,1,7500,5215508,-1,10.0328,56.4327,1000,27,1,1657809463,1697315350,0
LTE,238,1,7500,5215711,-1,10.0162,56.4402,1000,11,1,1697276113,1697315350,0
LTE,238,1,7500,5253642,-1,9.9719,56.507,1289,36,1,1698460421,1698529926,0
LTE,238,1,7500,5253662,-1,9.9483,56.5233,1224,28,1,1698460351,1698529926,0
LTE,238,1,7500,5253732,-1,9.9706,56.5083,1683,77,1,1668060676,1697315351,0
LTE,238,1,7500,5253752,-1,9.9277,56.5321,4290,80,1,1657809974,1697315352,0
LTE,238,1,7500,5307166,0,10.5962,56.2018,9977,80,1,1458938781,1694311852,0
LTE,238,1,7500,5734942,-1,10.1373,56.2819,1000,6,1,1698462445,1698529932,0
LTE,238,1,7500,5735032,-1,10.1361,56.2917,1000,6,1,1697275523,1697315347,0
LTE,238,1,7500,5801236,0,10.1356,56.2946,3561,75,1,1448541562,1698529932,0
LTE,238,1,7500,5801326,-1,10.1316,56.3039,3139,18,1,1668061456,1697315347,0
LTE,238,1,7500,6177802,-1,9.9079,56.54,2544,88,1,1668060497,1698529925,0
LTE,238,1,7500,6177822,-1,9.8577,56.5662,1744,69,1,1668060376,1698529924,0
LTE,238,1,7500,6177892,-1,9.9033,56.5418,2080,63,1,1657810004,1697315352,0
LTE,238,1,7500,6177912,-1,9.8678,56.5588,1230,37,1,1668060437,1697315352,0
LTE,238,1,7500,6236732,-1,9.9798,56.4933,1000,16,1,1630969217,1698529926,0
LTE,238,1,7500,6236792,-1,9.9792,56.4964,1000,11,1,1697276353,1697315351,0
LTE,238,1,7500,6331412,-1,10.5866,56.2819,4065,66,1,1602913787,1694317942,0
LTE,238,1,7500,6331422,-1,10.5757,56.2915,1000,17,1,1631022851,1694310818,0
LTE,238,1,7500,6436362,-1,10.0998,56.3936,1000,21,1,1698462045,1698529930,0
LTE,238,1,7500,6436372,-1,10.1203,56.3441,1000,6,1,1697275703,1697315348,0
LTE,238,1,7500,6436422,-1,10.1083,56.3852,1943,102,1,1657809193,1698529930,0
LTE,238,1,7500,6436432,-1,10.1184,56.3549,2845,173,1,1657809033,1698529931,0
LTE,238,1,7500,6436452,-1,10.108,56.3867,2045,32,1,1697275803,1697315349,0
LTE,238,1,7500,6436462,-1,10.1211,56.3478,2818,57,1,1657809013,1697315348,0
LTE,238,1,7500,6997012,-1,10.125,56.2354,4385,23,1,1616822913,1698529933,0
LTE,238,1,7500,6997102,-1,10.1248,56.243,1000,17,1,1697275343,1697315346,0
LTE,238,1,7500,7053066,0,10.6611,56.231,3204,51,1,1458938782,1694311409,0
LTE,238,1,7500,7053086,0,10.6308,56.256,2690,66,1,1458938782,1694317853,0
LTE,238,1,7500,7654676,0,10.6757,56.1988,1000,11,1,1458938782,1694311470,0
LTE,238,1,7500,7654686,0,10.6626,56.2122,8088,52,1,1458938782,1694311448,0
LTE,238,1,7500,7841842,-1,10.0653,56.4201,1000,17,1,1698461925,1698529929,0
LTE,238,1,7500,7841852,-1,10.0497,56.4258,1000,16,1,1698461895,1698529929,0
LTE,238,1,7500,7841872,-1,10.0608,56.4222,1009,58,1,1657809393,1697315349,0
LTE,238,1,7500,9016882,-1,9.9987,56.4501,1000,4,1,1698461325,1698529928,0
LTE,238,1,7500,9016912,-1,9.9986,56.45,1000,7,1,1698460744,1698529928,0
LTE,238,1,7500,9633802,-1,9.9482,56.5238,1000,5,1,1698460381,1698529926,0
LTE,238,1,7500,9633872,-1,9.9972,56.4592,2274,12,1,1657809553,1698529927,0
LTE,238,1,7500,9720596,0,10.1285,56.2229,4485,14,1,1446564646,1698529933,0
LTE,238,1,7500,9720882,-1,10.1112,56.2197,1009,39,1,1657808483,1697315346,0
LTE,238,1,7600,12895242,-1,10.0532,56.1629,1938,27,1,1614436438,1698529936,0
LTE,238,1,7600,15550042,-1,10.0351,56.1253,1000,4,1,1697274803,1697315344,0
LTE,238,1,7600,6661642,-1,10.1142,56.2208,1000,6,1,1698462665,1698529933,0
LTE,238,1,7600,8842606,-1,12.1899,55.4479,1000,3,1,1693885286,1693885326,0
LTE,238,1,7700,10322442,-1,9.2874,57.009,1000,12,1,1698457151,1698529864,0
LTE,238,1,7700,10524456,0,9.9427,57.0843,1790,10,1,1458938787,1697557144,0
LTE,238,1,7700,10524476,-1,9.9075,57.1014,1000,3,1,1697424348,1697557143,0
LTE,238,1,7700,10675782,-1,9.5968,56.7395,1431,31,1,1697277823,1698529871,0
LTE,238,1,7700,11830342,-1,9.2894,57.0041,1000,11,1,1697279520,1697315364,0
LTE,238,1,7700,12111882,-1,9.7338,56.6225,1318,54,1,1657810584,1698529922,0
LTE,238,1,7700,12111902,-1,9.7433,56.6081,1009,37,1,1657810554,1698529923,0
